Zip Code,City,County
22579,Wicomico Church,Northumberland
22580,Woodford,Caroline
22581,Zacata,Westmoreland
22601,Winchester,Winchester City
22602,Winchester,Frederick
22603,Winchester,Frederick
22604,Winchester,Winchester City
22610,Bentonville,Warren
22611,Berryville,Clarke
22620,Boyce,Clarke
22622,Brucetown,Frederick
22623,Chester Gap,Rappahannock
22624,Clear Brook,Frederick
22625,Cross Junction,Frederick
22626,Fishers Hill,Shenandoah
22627,Flint Hill,Rappahannock
22630,Front Royal,Warren
22637,Gore,Frederick
22638,Winchester,Frederick
22639,Hume,Fauquier
22640,Huntly,Rappahannock
22641,Strasburg,Shenandoah
22642,Linden,Warren
22643,Markham,Fauquier
22644,Maurertown,Shenandoah
22645,Middletown,Frederick
22646,Millwood,Clarke
22649,Middletown,Warren
22650,Rileyville,Page
22652,Fort Valley,Shenandoah
22654,Star Tannery,Frederick
22655,Stephens City,Frederick
22656,Stephenson,Frederick
22657,Strasburg,Shenandoah
22660,Toms Brook,Shenandoah
22663,White Post,Clarke
22664,Woodstock,Shenandoah
22701,Culpeper,Culpeper
22709,Aroda,Madison
22711,Banco,Madison
22712,Bealeton,Fauquier
22713,Boston,Culpeper
22714,Brandy Station,Culpeper
22715,Brightwood,Madison
22716,Castleton,Rappahannock
22718,Elkwood,Culpeper
22719,Etlan,Madison
22720,Goldvein,Fauquier
22721,Graves Mill,Madison
22722,Haywood,Madison
22723,Hood,Madison
22724,Jeffersonton,Culpeper
22725,Leon,Madison
22726,Lignum,Culpeper
22727,Madison,Madison
22728,Midland,Fauquier
22729,Mitchells,Culpeper
22730,Oakpark,Madison
22731,Pratts,Madison
22732,Radiant,Madison
22733,Rapidan,Culpeper
22734,Remington,Fauquier
22735,Reva,Madison
22736,Richardsville,Culpeper
22737,Rixeyville,Culpeper
22738,Rochelle,Madison
22739,Somerville,Fauquier
22740,Sperryville,Rappahannock
22741,Stevensburg,Culpeper
22742,Sumerduck,Fauquier
22743,Syria,Madison
22746,Viewtown,Culpeper
22747,Washington,Rappahannock
22748,Wolftown,Madison
22749,Woodville,Rappahannock
22801,Harrisonburg,Harrisonburg City
22802,Harrisonburg,Harrisonburg City
22803,Harrisonburg,Harrisonburg City
22807,Harrisonburg,Harrisonburg City
22810,Basye,Shenandoah
22811,Bergton,Rockingham
22812,Bridgewater,Rockingham
22815,Broadway,Rockingham
22820,Criders,Rockingham
22821,Dayton,Rockingham
22824,Edinburg,Shenandoah
22827,Elkton,Rockingham
22830,Fulks Run,Rockingham
22831,Hinton,Rockingham
22832,Keezletown,Rockingham
22833,Lacey Spring,Rockingham
22834,Linville,Rockingham
22835,Luray,Page
22840,Mc Gaheysville,Rockingham
22841,Mount Crawford,Rockingham
22842,Mount Jackson,Shenandoah
22843,Mount Solon,Augusta
22844,New Market,Shenandoah
22845,Orkney Springs,Shenandoah
22846,Penn Laird,Rockingham
22847,Quicksburg,Shenandoah
22848,Pleasant Valley,Rockingham
22849,Shenandoah,Page
22850,Singers Glen,Rockingham
22851,Stanley,Page
22853,Timberville,Rockingham
22901,Charlottesville,Albemarle
22902,Charlottesville,Charlottesville City
22903,Charlottesville,Charlottesville City
22904,Charlottesville,Charlottesville City
22905,Charlottesville,Charlottesville City
22906,Charlottesville,Charlottesville City
22907,Charlottesville,Charlottesville City
22908,Charlottesville,Charlottesville City
22909,Charlottesville,Albemarle
22910,Charlottesville,Charlottesville City
22911,Charlottesville,Albemarle
22920,Afton,Nelson
22922,Arrington,Nelson
22923,Barboursville,Orange
22924,Batesville,Albemarle
22931,Covesville,Albemarle
22932,Crozet,Albemarle
22935,Dyke,Greene
22936,Earlysville,Albemarle
22937,Esmont,Albemarle
22938,Faber,Nelson
22939,Fishersville,Augusta
22940,Free Union,Albemarle
22942,Gordonsville,Orange
22943,Greenwood,Albemarle
22945,Ivy,Albemarle
22946,Keene,Albemarle
22947,Keswick,Albemarle
22948,Locust Dale,Madison
22949,Lovingston,Nelson
22952,Lyndhurst,Augusta
22957,Montpelier Station,Orange
22958,Nellysford,Nelson
22959,North Garden,Albemarle
22960,Orange,Orange
22963,Palmyra,Fluvanna
22964,Piney River,Nelson
22965,Quinque,Greene
22967,Roseland,Nelson
22968,Ruckersville,Greene
22969,Schuyler,Nelson
22971,Shipman,Nelson
22972,Somerset,Orange
22973,Stanardsville,Greene
22974,Troy,Fluvanna
22976,Tyro,Nelson
22980,Waynesboro,Waynesboro City
22987,White Hall,Albemarle
22989,Woodberry Forest,Madison
23001,Achilles,Gloucester
23002,Amelia Court House,Amelia
23003,Ark,Gloucester
23004,Arvonia,Buckingham
23005,Ashland,Hanover
23009,Aylett,King William
23011,Barhamsville,New Kent
23014,Beaumont,Goochland
23015,Beaverdam,Hanover
23018,Bena,Gloucester
23021,Bohannon,Mathews
23022,Bremo Bluff,Fluvanna
23023,Bruington,King And Queen
23024,Bumpass,Louisa
23025,Cardinal,Mathews
23027,Cartersville,Cumberland
23030,Charles City,Charles City
23031,Christchurch,Middlesex
23032,Church View,Middlesex
23035,Cobbs Creek,Mathews
23038,Columbia,Goochland
23039,Crozier,Goochland
23040,Cumberland,Cumberland
23043,Deltaville,Middlesex
23045,Diggs,Mathews
23047,Doswell,Hanover
23050,Dutton,Gloucester
23055,Fork Union,Fluvanna
23056,Foster,Mathews
23058,Glen Allen,Henrico
23059,Glen Allen,Henrico
23060,Glen Allen,Henrico
23061,Gloucester,Gloucester
23062,Gloucester Point,Gloucester
23063,Goochland,Goochland
23064,Grimstead,Mathews
23065,Gum Spring,Goochland
23066,Gwynn,Mathews
23067,Hadensville,Goochland
23068,Hallieford,Mathews
23069,Hanover,Hanover
23070,Hardyville,Middlesex
23071,Hartfield,Middlesex
23072,Hayes,Gloucester
23075,Highland Springs,Henrico
23076,Hudgins,Mathews
23079,Jamaica,Middlesex
23081,Jamestown,James City
23083,Jetersville,Amelia
23084,Kents Store,Fluvanna
23085,King And Queen Court House,King And Queen
23086,King William,King William
23089,Lanexa,New Kent
23090,Lightfoot,York
23091,Little Plymouth,King And Queen
23092,Locust Hill,Middlesex
23093,Louisa,Louisa
23101,Macon,Powhatan
23102,Maidens,Goochland
23103,Manakin Sabot,Goochland
23105,Mannboro,Amelia
23106,Manquin,King William
23107,Maryus,Gloucester
23108,Mascot,King And Queen
23109,Mathews,Mathews
23110,Mattaponi,King And Queen
23111,Mechanicsville,Hanover
23112,Midlothian,Chesterfield
23113,Midlothian,Chesterfield
23114,Midlothian,Chesterfield
23115,Millers Tavern,Essex
23116,Mechanicsville,Hanover
23117,Mineral,Louisa
23119,Moon,Mathews
23120,Moseley,Chesterfield
23123,New Canton,Buckingham
23124,New Kent,New Kent
23125,New Point,Mathews
23126,Newtown,King And Queen
23127,Norge,James City
23128,North,Mathews
23129,Oilville,Goochland
23130,Onemo,Mathews
23131,Ordinary,Gloucester
23138,Port Haywood,Mathews
23139,Powhatan,Powhatan
23140,Providence Forge,New Kent
23141,Quinton,New Kent
23146,Rockville,Hanover
23147,Ruthville,Charles City
23148,Saint Stephens Church,King And Queen
23149,Saluda,Middlesex
23150,Sandston,Henrico
23153,Sandy Hook,Goochland
23154,Schley,Gloucester
23155,Severn,Gloucester
23156,Shacklefords,King And Queen
23160,State Farm,Goochland
23161,Stevensville,King And Queen
23162,Studley,Hanover
23163,Susan,Mathews
23168,Toano,James City
23169,Topping,Middlesex
23170,Trevilians,Louisa
23173,University Of Richmond,Richmond City
23175,Urbanna,Middlesex
23176,Wake,Middlesex
23177,Walkerton,King And Queen
23178,Ware Neck,Gloucester
23180,Water View,Middlesex
23181,West Point,King William
23183,White Marsh,Gloucester
23184,Wicomico,Gloucester
23185,Williamsburg,James City
23186,Williamsburg,Williamsburg City
23187,Williamsburg,Williamsburg City
23188,Williamsburg,James City
23190,Woods Cross Roads,Gloucester
23192,Montpelier,Hanover
23218,Richmond,Richmond City
23219,Richmond,Richmond City
23220,Richmond,Richmond City
23221,Richmond,Richmond City
23222,Richmond,Richmond City
23223,Richmond,Richmond City
23224,Richmond,Richmond City
23225,Richmond,Richmond City
23226,Richmond,Henrico
23227,Richmond,Henrico
23228,Richmond,Henrico
23229,Richmond,Henrico
23230,Richmond,Henrico
23231,Richmond,Henrico
23232,Richmond,Richmond City
23233,Richmond,Henrico
23234,Richmond,Chesterfield
23235,Richmond,Chesterfield
23236,Richmond,Chesterfield
23237,Richmond,Chesterfield
23238,Richmond,Henrico
23240,Richmond,Richmond City
23241,Richmond,Richmond City
23242,Richmond,Henrico
23249,Richmond,Richmond City
23250,Richmond,Henrico
23255,Richmond,Henrico
23260,Richmond,Richmond City
23261,Richmond,Richmond City
23269,Richmond,Richmond City
23273,Richmond,Richmond City
23274,Richmond,Richmond City
23276,Richmond,Richmond City
23278,Richmond,Richmond City
23279,Richmond,Richmond City
23282,Richmond,Richmond City
23284,Richmond,Richmond City
23285,Richmond,Richmond City
23286,Richmond,Richmond City
23288,Richmond,Henrico
23289,Richmond,Richmond City
23290,Richmond,Richmond City
23291,Richmond,Richmond City
23292,Richmond,Richmond City
23293,Richmond,Richmond City
23294,Richmond,Henrico
23295,Richmond,Richmond City
23297,Richmond,Chesterfield
23298,Richmond,Richmond City
23301,Accomac,Accomack
23302,Assawoman,Accomack
23303,Atlantic,Accomack
23304,Battery Park,Isle Of Wight
23306,Belle Haven,Accomack
23307,Birdsnest,Northampton
23308,Bloxom,Accomack
23310,Cape Charles,Northampton
23313,Capeville,Northampton
23314,Carrollton,Isle Of Wight
23315,Carrsville,Isle Of Wight
23316,Cheriton,Northampton
23320,Chesapeake,Chesapeake City
23321,Chesapeake,Chesapeake City
23322,Chesapeake,Chesapeake City
23323,Chesapeake,Chesapeake City
23324,Chesapeake,Chesapeake City
23325,Chesapeake,Chesapeake City
23326,Chesapeake,Chesapeake City
23327,Chesapeake,Chesapeake City
23328,Chesapeake,Chesapeake City
23336,Chincoteague Island,Accomack
23337,Wallops Island,Accomack
23341,Craddockville,Accomack
23345,Davis Wharf,Accomack
23347,Eastville,Northampton
23350,Exmore,Northampton
23354,Franktown,Northampton
23356,Greenbackville,Accomack
23357,Greenbush,Accomack
23358,Hacksneck,Accomack
23359,Hallwood,Accomack
23389,Harborton,Accomack
23395,Horntown,Accomack
23396,Oak Hall,Accomack
23397,Isle Of Wight,Isle Of Wight
23398,Jamesville,Northampton
23399,Jenkins Bridge,Accomack
23401,Keller,Accomack
23404,Locustville,Accomack
23405,Machipongo,Northampton
23407,Mappsville,Accomack
23408,Marionville,Northampton
23409,Mears,Accomack
23410,Melfa,Accomack
23412,Modest Town,Accomack
23413,Nassawadox,Northampton
23414,Nelsonia,Accomack
23415,New Church,Accomack
23416,Oak Hall,Accomack
23417,Onancock,Accomack
23418,Onley,Accomack
23419,Oyster,Northampton
23420,Painter,Accomack
23421,Parksley,Accomack
23422,Pungoteague,Accomack
23423,Quinby,Accomack
23424,Rescue,Isle Of Wight
23426,Sanford,Accomack
23427,Saxis,Accomack
23429,Seaview,Northampton
23430,Smithfield,Isle Of Wight
23431,Smithfield,Isle Of Wight
23432,Suffolk,Suffolk City
23433,Suffolk,Suffolk City
23434,Suffolk,Suffolk City
23435,Suffolk,Suffolk City
23436,Suffolk,Suffolk City
23437,Suffolk,Suffolk City
23438,Suffolk,Suffolk City
23439,Suffolk,Suffolk City
23440,Tangier,Accomack
23441,Tasley,Accomack
23442,Temperanceville,Accomack
23443,Townsend,Northampton
23450,Virginia Beach,Virginia Beach City
23451,Virginia Beach,Virginia Beach City
23452,Virginia Beach,Virginia Beach City
23453,Virginia Beach,Virginia Beach City
23454,Virginia Beach,Virginia Beach City
23455,Virginia Beach,Virginia Beach City
23456,Virginia Beach,Virginia Beach City
23457,Virginia Beach,Virginia Beach City
23458,Virginia Beach,Virginia Beach City
23459,Virginia Beach,Virginia Beach City
23460,Virginia Beach,Virginia Beach City
23461,Virginia Beach,Virginia Beach City
23462,Virginia Beach,Virginia Beach City
23463,Virginia Beach,Virginia Beach City
23464,Virginia Beach,Virginia Beach City
23465,Virginia Beach,Virginia Beach City
23466,Virginia Beach,Virginia Beach City
23467,Virginia Beach,Virginia Beach City
23471,Virginia Beach,Virginia Beach City
23479,Virginia Beach,Virginia Beach City
23480,Wachapreague,Accomack
23482,Wardtown,Northampton
23483,Wattsville,Accomack
23486,Willis Wharf,Northampton
23487,Windsor,Isle Of Wight
23488,Withams,Accomack
23501,Norfolk,Norfolk City
23502,Norfolk,Norfolk City
23503,Norfolk,Norfolk City
23504,Norfolk,Norfolk City
23505,Norfolk,Norfolk City
23506,Norfolk,Norfolk City
23507,Norfolk,Norfolk City
23508,Norfolk,Norfolk City
23509,Norfolk,Norfolk City
23510,Norfolk,Norfolk City
23511,Norfolk,Norfolk City
23512,Norfolk,Norfolk City
23513,Norfolk,Norfolk City
23514,Norfolk,Norfolk City
23515,Norfolk,Norfolk City
23517,Norfolk,Norfolk City
23518,Norfolk,Norfolk City
23519,Norfolk,Norfolk City
23520,Norfolk,Norfolk City
23521,Norfolk,Norfolk City
23523,Norfolk,Norfolk City
23529,Norfolk,Norfolk City
23541,Norfolk,Norfolk City
23551,Norfolk,Norfolk City
23601,Newport News,Newport News City
23602,Newport News,Newport News City
23603,Newport News,Newport News City
23604,Fort Eustis,Newport News City
23605,Newport News,Newport News City
23606,Newport News,Newport News City
23607,Newport News,Newport News City
23608,Newport News,Newport News City
23609,Newport News,Newport News City
23612,Newport News,Newport News City
23628,Newport News,Newport News City
23630,Hampton,Hampton City
23651,Fort Monroe,Hampton City
23661,Hampton,Hampton City
23662,Poquoson,Poquoson City
23663,Hampton,Hampton City
23664,Hampton,Hampton City
23665,Hampton,York
23666,Hampton,Hampton City
23667,Hampton,Hampton City
23668,Hampton,Hampton City
23669,Hampton,Hampton City
23670,Hampton,Hampton City
23681,Hampton,Hampton City
23690,Yorktown,York
23691,Yorktown,York
23692,Yorktown,York
23693,Yorktown,York
23694,Lackey,York
23696,Seaford,York
23701,Portsmouth,Portsmouth City
23702,Portsmouth,Portsmouth City
23703,Portsmouth,Portsmouth City
23704,Portsmouth,Portsmouth City
23705,Portsmouth,Portsmouth City
23707,Portsmouth,Portsmouth City
23708,Portsmouth,Portsmouth City
23709,Portsmouth,Portsmouth City
23801,Fort Lee,Prince George
23803,Petersburg,Petersburg City
23804,Petersburg,Petersburg City
23805,Petersburg,Petersburg City
23806,Petersburg,Petersburg City
23821,Alberta,Brunswick
23822,Ammon,Dinwiddie
23824,Blackstone,Nottoway
23825,Blackstone,Nottoway
23827,Boykins,Southampton
23828,Branchville,Southampton
23829,Capron,Southampton
23830,Carson,Dinwiddie
23831,Chester,Chesterfield
23832,Chesterfield,Chesterfield
23833,Church Road,Dinwiddie
23834,Colonial Heights,Colonial Heights City
23836,Chester,Chesterfield
23837,Courtland,Southampton
23838,Chesterfield,Chesterfield
23839,Dendron,Surry
23840,Dewitt,Dinwiddie
23841,Dinwiddie,Dinwiddie
23842,Disputanta,Prince George
23843,Dolphin,Brunswick
23844,Drewryville,Southampton
23845,Ebony,Brunswick
23846,Elberon,Surry
23847,Emporia,Greensville
23850,Ford,Dinwiddie
23851,Franklin,Franklin City
23856,Freeman,Brunswick
23857,Gasburg,Brunswick
23860,Hopewell,Hopewell City
23866,Ivor,Southampton
23867,Jarratt,Greensville
23868,Lawrenceville,Brunswick
23870,Jarratt,Greensville
23872,Mc Kenney,Dinwiddie
23873,Meredithville,Brunswick
23874,Newsoms,Southampton
23875,Prince George,Prince George
23876,Rawlings,Brunswick
23878,Sedley,Southampton
23879,Skippers,Greensville
23881,Spring Grove,Surry
23882,Stony Creek,Sussex
23883,Surry,Surry
23884,Sussex,Sussex
23885,Sutherland,Dinwiddie
23887,Valentines,Brunswick
23888,Wakefield,Sussex
23889,Warfield,Brunswick
23890,Waverly,Sussex
23891,Waverly,Sussex
23893,White Plains,Brunswick
23894,Wilsons,Dinwiddie
23897,Yale,Sussex
23898,Zuni,Isle Of Wight
23899,Claremont,Surry
23901,Farmville,Prince Edward
23909,Farmville,Prince Edward
23915,Baskerville,Mecklenburg
23917,Boydton,Mecklenburg
23919,Bracey,Mecklenburg
23920,Brodnax,Brunswick
23921,Buckingham,Buckingham
23922,Burkeville,Nottoway
23923,Charlotte Court House,Charlotte
23924,Chase City,Mecklenburg
23927,Clarksville,Mecklenburg
23930,Crewe,Nottoway
23934,Cullen,Charlotte
23936,Dillwyn,Buckingham
23937,Drakes Branch,Charlotte
23938,Dundas,Lunenburg
23939,Evergreen,Appomattox
23941,Fort Mitchell,Lunenburg
23942,Green Bay,Prince Edward
23943,Hampden Sydney,Prince Edward
23944,Kenbridge,Lunenburg
23947,Keysville,Charlotte
23950,La Crosse,Mecklenburg
23952,Lunenburg,Lunenburg
23954,Meherrin,Prince Edward
23955,Nottoway,Nottoway
23958,Pamplin,Appomattox
23959,Phenix,Charlotte
23960,Prospect,Prince Edward
23962,Randolph,Charlotte
23963,Red House,Charlotte
23964,Red Oak,Charlotte
23966,Rice,Prince Edward
23967,Saxe,Charlotte
23968,Skipwith,Mecklenburg
23970,South Hill,Mecklenburg
23974,Victoria,Lunenburg
23976,Wylliesburg,Charlotte
24001,Roanoke,Roanoke City
24002,Roanoke,Roanoke City
24003,Roanoke,Roanoke City
24004,Roanoke,Roanoke City
24005,Roanoke,Roanoke City
24006,Roanoke,Roanoke City
24007,Roanoke,Roanoke City
24008,Roanoke,Roanoke City
24009,Roanoke,Roanoke City
24010,Roanoke,Roanoke City
24011,Roanoke,Roanoke City
24012,Roanoke,Roanoke City
24013,Roanoke,Roanoke City
24014,Roanoke,Roanoke City
24015,Roanoke,Roanoke City
24016,Roanoke,Roanoke City
24017,Roanoke,Roanoke City
24018,Roanoke,Roanoke
24019,Roanoke,Roanoke
24020,Roanoke,Roanoke
24022,Roanoke,Roanoke City
24023,Roanoke,Roanoke City
24024,Roanoke,Roanoke City
24025,Roanoke,Roanoke City
24026,Roanoke,Roanoke City
24027,Roanoke,Roanoke City
24028,Roanoke,Roanoke City
24029,Roanoke,Roanoke City
24030,Roanoke,Roanoke City
24031,Roanoke,Roanoke City
24032,Roanoke,Roanoke City
24033,Roanoke,Roanoke City
24034,Roanoke,Roanoke City
24035,Roanoke,Roanoke City
24036,Roanoke,Roanoke City
24037,Roanoke,Roanoke City
24038,Roanoke,Roanoke City
24040,Roanoke,Roanoke City
24042,Roanoke,Roanoke City
24043,Roanoke,Roanoke City
24044,Roanoke,Roanoke City
24045,Roanoke,Roanoke City
24048,Roanoke,Roanoke City
24050,Roanoke,Botetourt
24053,Ararat,Patrick
24054,Axton,Henry
24055,Bassett,Henry
24058,Belspring,Pulaski
24059,Bent Mountain,Roanoke
24060,Blacksburg,Montgomery
24061,Blacksburg,Montgomery
24062,Blacksburg,Montgomery
24063,Blacksburg,Montgomery
24064,Blue Ridge,Botetourt
24065,Boones Mill,Franklin
24066,Buchanan,Botetourt
24067,Callaway,Franklin
24068,Christiansburg,Montgomery
24069,Cascade,Pittsylvania
24070,Catawba,Roanoke
24072,Check,Floyd
24073,Christiansburg,Montgomery
24076,Claudville,Patrick
24077,Cloverdale,Botetourt
24078,Collinsville,Henry
24079,Copper Hill,Floyd
24082,Critz,Patrick
24083,Daleville,Botetourt
24084,Dublin,Pulaski
24085,Eagle Rock,Botetourt
24086,Eggleston,Giles
24087,Elliston,Montgomery
24088,Ferrum,Franklin
24089,Fieldale,Henry
24090,Fincastle,Botetourt
24091,Floyd,Floyd
24092,Glade Hill,Franklin
24093,Glen Lyn,Giles
